OrderID,OrderDate,CustomerID,CustomerSegment,ProductCategory,ProductName,UnitPrice,Quantity,Discount,Region,PaymentMode,Revenue,Year,Month,Day,Weekday,RevenuePerItem,DiscountAmount,OrdersPerCustomer,CustomerLifetimeValue,HighRevenueOrder
100160,2023-06-09,1159,Corporate,Electronics,Laptop,8969.55,5.0,0.28,South,Cash,12916.15,2023,6,9,Friday,2583.23,12557.37,9,621892.4,False
100161,2023-06-10,1070,Home Office,Furniture,Chair,10855.06,5.0,0.2,North,UPI,43420.24,2023,6,10,Saturday,8684.047999999999,10855.06,3,141138.57,False
100162,2023-06-11,1186,Home Office,Electronics,Mobile,848.87,3.0,0.22,South,Card,1986.36,2023,6,11,Sunday,662.12,560.2542000000001,7,813394.59,False
100163,2023-06-12,1085,Consumer,Electronics,T-Shirt,906.66,6.0,0.09,East,UPI,4950.36,2023,6,12,Monday,825.06,489.59639999999996,9,1133438.48,False
100164,2023-06-13,1027,Corporate,Clothing,Jeans,41503.7,8.0,0.25,East,Cash,249022.2,2023,6,13,Tuesday,31127.775,83007.4,9,1266081.74,True
100165,2023-06-14,1065,Consumer,Clothing,Mobile,36659.71,7.0,0.08,North,Card,236088.53,2023,6,14,Wednesday,33726.932857142856,20529.4376,3,559144.64,True
100166,2023-06-15,1169,Consumer,Furniture,Laptop,17881.04,3.0,0.0,West,Card,53643.12,2023,6,15,Thursday,17881.04,0.0,6,674780.96,False
100167,2023-06-16,1044,Consumer,Electronics,T-Shirt,34975.9,8.0,0.11,North,UPI,249028.41,2023,6,16,Friday,31128.55125,30778.792,4,490683.66,True
100168,2023-06-17,1061,Consumer,Electronics,Chair,19881.26,2.0,0.17,West,Card,33002.89,2023,6,17,Saturday,16501.445,6759.6284,6,314787.57,False
100169,2023-06-18,1184,Home Office,Clothing,T-Shirt,26609.405,9.0,0.14,South,Card,368843.97,2023,6,18,Sunday,40982.66333333333,33527.8503,6,1328104.09,True
100170,2023-06-19,1133,Home Office,Electronics,T-Shirt,48359.22,4.0,0.26,West,Cash,143143.29,2023,6,19,Monday,35785.8225,50293.588800000005,4,519447.54000000004,True
100171,2023-06-20,1027,Consumer,Electronics,Table,19761.13,1.0,0.03,West,Cash,19168.3,2023,6,20,Tuesday,19168.3,592.8339,9,1266081.74,False
100172,2023-06-21,1027,Corporate,Electronics,T-Shirt,42740.25,8.0,0.17,South,Card,283795.26,2023,6,21,Wednesday,35474.4075,58126.740000000005,9,1266081.74,True
100173,2023-06-22,1107,Corporate,Clothing,T-Shirt,38699.83,7.0,0.15,East,Card,230263.99,2023,6,22,Thursday,32894.85571428571,40634.8215,4,440534.51999999996,True
100174,2023-06-23,1043,Corporate,Furniture,Mobile,15638.0,5.0,0.08,South,UPI,71934.8,2023,6,23,Friday,14386.960000000001,6255.2,5,525231.4,False
100175,2023-06-24,1083,Corporate,Furniture,Chair,11755.58,5.0,0.25,North,UPI,44083.42,2023,6,24,Saturday,8816.684,14694.475,6,627672.76,False
100176,2023-06-25,1029,Consumer,Electronics,Mobile,23020.09,7.0,0.23,North,Card,124078.29,2023,6,25,Sunday,17725.469999999998,37062.344900000004,6,452153.99,True
100177,2023-06-26,1189,Home Office,Furniture,Mobile,39111.17,5.0,0.22,North,Cash,152533.56,2023,6,26,Monday,30506.712,43022.287,13,1455580.4000000001,True
100178,2023-06-27,1074,Corporate,Clothing,Laptop,48016.36,8.0,0.26,North,Card,284256.85,2023,6,27,Tuesday,35532.10625,99874.0288,6,910041.25,True
100179,2023-06-28,1127,Consumer,Clothing,Mobile,38226.24,6.0,0.22,North,Card,178898.8,2023,6,28,Wednesday,29816.466666666664,50458.6368,8,928755.05,True
100180,2023-06-29,1091,Corporate,Furniture,Table,42789.31,5.0,0.07,East,Cash,198970.29,2023,6,29,Thursday,39794.058000000005,14976.2585,8,1508712.87,True
100181,2023-06-30,1189,Corporate,Furniture,Table,30232.6,9.0,0.21,East,Cash,214953.79,2023,6,30,Friday,23883.754444444447,57139.613999999994,13,1455580.4000000001,True
100182,2023-07-01,1128,Consumer,Electronics,Laptop,41803.31,2.0,0.09,West,UPI,76082.02,2023,7,1,Saturday,38041.01,7524.595799999999,8,1062963.57,False
100183,2023-07-02,1120,Home Office,Furniture,Jeans,39264.16,1.0,0.07,North,UPI,36515.67,2023,7,2,Sunday,36515.67,2748.4912000000004,3,404054.57999999996,False
100184,2023-07-03,1026,Home Office,Electronics,Chair,18973.88,8.0,0.02,South,UPI,148755.22,2023,7,3,Monday,18594.4025,3035.8208000000004,6,853668.75,True
100185,2023-07-04,1189,Consumer,Electronics,Chair,27689.12,3.0,0.22,North,UPI,64792.54,2023,7,4,Tuesday,21597.513333333332,18274.8192,13,1455580.4000000001,False
100186,2023-07-05,1120,Home Office,Clothing,Mobile,40276.71,7.0,0.21,East,Cash,222730.21,2023,7,5,Wednesday,31818.601428571426,59206.76369999999,3,404054.57999999996,True
100187,2023-07-06,1115,Consumer,Clothing,Mobile,2493.63,8.0,0.07,North,Card,18552.61,2023,7,6,Thursday,2319.07625,1396.4328000000003,5,308568.05,False
100188,2023-07-07,1002,Consumer,Clothing,Jeans,40442.35,6.0,0.22,East,UPI,189270.2,2023,7,7,Friday,31545.033333333336,53383.901999999995,6,941399.18,True
100189,2023-07-08,1102,Consumer,Clothing,Mobile,9058.83,9.0,0.28,West,UPI,58701.22,2023,7,8,Saturday,6522.357777777778,22828.251600000003,6,479184.77,False
100190,2023-07-09,1197,Home Office,Furniture,Chair,25831.24,7.0,0.03,West,Cash,175394.12,2023,7,9,Sunday,25056.302857142855,5424.5604,3,373431.39,True
100191,2023-07-10,1199,Consumer,Clothing,T-Shirt,40452.12,5.0,0.07,West,Cash,188102.36,2023,7,10,Monday,37620.471999999994,14158.242000000002,5,446393.79,True
100192,2023-07-11,1154,Corporate,Furniture,Table,12840.29,8.0,0.23,East,Card,79096.19,2023,7,11,Tuesday,9887.02375,23626.1336,5,688331.76,False
100193,2023-07-12,1136,Home Office,Clothing,T-Shirt,12441.21,2.0,0.08,North,Card,22891.83,2023,7,12,Wednesday,11445.915,1990.5936,5,767653.39,False
100194,2023-07-13,1061,Home Office,Furniture,T-Shirt,20257.67,7.0,0.19,North,Cash,114860.99,2023,7,13,Thursday,16408.71285714286,26942.701100000002,6,314787.57,True
100195,2023-07-14,1164,Home Office,Electronics,Chair,44753.21,4.0,0.02,South,UPI,175432.58,2023,7,14,Friday,43858.145,3580.2568,3,252852.56,True
100196,2023-07-15,1050,Home Office,Furniture,T-Shirt,222.05,9.0,0.14,East,UPI,1718.67,2023,7,15,Saturday,190.96333333333334,279.783,8,757100.53,False
100197,2023-07-16,1171,Corporate,Furniture,Jeans,45088.88,1.0,0.22,South,UPI,35169.33,2023,7,16,Sunday,35169.33,9919.5536,5,481421.57,False
100198,2023-07-17,1151,Home Office,Clothing,Laptop,7859.59,7.0,0.21,West,Card,43463.53,2023,7,17,Monday,6209.075714285714,11553.597300000001,9,901739.0800000001,False
100199,2023-07-18,1058,Home Office,Furniture,Mobile,49506.3,6.0,0.24,North,UPI,225748.73,2023,7,18,Tuesday,37624.78833333334,71289.07200000001,3,409860.5,True
100200,2023-07-19,1117,Consumer,Electronics,Laptop,47751.38,8.0,0.26,East,UPI,282688.17,2023,7,19,Wednesday,35336.02125,99322.8704,7,850027.77,True
100201,2023-07-20,1159,Home Office,Electronics,Table,24834.82,5.0,0.23,South,Cash,95614.06,2023,7,20,Thursday,19122.811999999998,28560.043,9,621892.4,True
100202,2023-07-21,1095,Corporate,Clothing,Mobile,25733.47,1.0,0.2,South,UPI,20586.78,2023,7,21,Friday,20586.78,5146.694,8,865925.8,False
100203,2023-07-22,1179,Corporate,Electronics,T-Shirt,24181.16,1.0,0.01,South,Cash,23939.35,2023,7,22,Saturday,23939.35,241.8116,6,423637.77,False
100204,2023-07-23,1112,Corporate,Furniture,Table,31845.09,9.0,0.16,North,UPI,240748.88,2023,7,23,Sunday,26749.875555555554,45856.9296,11,1509993.34,True
100205,2023-07-24,1061,Corporate,Electronics,Mobile,4717.94,6.0,0.01,North,Card,28024.56,2023,7,24,Monday,4670.76,283.0764,6,314787.57,False
100206,2023-07-25,1185,Home Office,Clothing,Jeans,1824.37,5.0,0.24,North,UPI,6932.61,2023,7,25,Tuesday,1386.522,2189.2439999999997,6,451697.94,False
100207,2023-07-26,1051,Home Office,Furniture,Jeans,3073.61,1.0,0.1,East,UPI,2766.25,2023,7,26,Wednesday,2766.25,307.36100000000005,6,394485.66000000003,False
100208,2023-07-27,1011,Corporate,Clothing,Jeans,22329.39,6.0,0.17,North,Cash,111200.36,2023,7,27,Thursday,18533.393333333333,22775.9778,8,985067.87,True
100209,2023-07-28,1038,Corporate,Furniture,Jeans,13922.29,6.0,0.08,East,Cash,76851.04,2023,7,28,Friday,12808.506666666666,6682.699200000001,8,1093163.24,False
100210,2023-07-29,1129,Home Office,Electronics,T-Shirt,31177.57,3.0,0.23,South,Cash,72020.19,2023,7,29,Saturday,24006.73,21512.5233,8,961395.91,False
100211,2023-07-30,1130,Corporate,Clothing,Laptop,49623.63,8.0,0.27,South,UPI,289802.0,2023,7,30,Sunday,36225.25,107187.0408,6,876903.39,True
100212,2023-07-31,1112,Consumer,Clothing,Mobile,19438.89,1.0,0.12,West,UPI,17106.22,2023,7,31,Monday,17106.22,2332.6668,11,1509993.34,False
100213,2023-08-01,1100,Corporate,Furniture,T-Shirt,28777.29,5.0,0.26,North,Card,21295.19,2023,8,1,Tuesday,4259.038,37410.477000000006,7,524781.31,False
100214,2023-08-02,1112,Corporate,Clothing,Jeans,20897.07,6.0,0.08,South,UPI,115351.83,2023,8,2,Wednesday,19225.305,10030.5936,11,1509993.34,True
100215,2023-08-03,1183,Consumer,Furniture,Laptop,42394.13,1.0,0.16,North,Card,35611.07,2023,8,3,Thursday,35611.07,6783.060799999999,4,190411.99,False
100216,2023-08-04,1080,Consumer,Furniture,Table,45131.37,6.0,0.26,East,Cash,200383.28,2023,8,4,Friday,33397.21333333333,70404.93720000001,6,493207.66,True
100217,2023-08-05,1186,Home Office,Furniture,Table,43892.31,1.0,0.1,South,Cash,39503.08,2023,8,5,Saturday,39503.08,4389.231,7,813394.59,False
100218,2023-08-06,1112,Home Office,Furniture,Table,48723.74,6.0,0.29,North,Cash,207563.13,2023,8,6,Sunday,34593.855,84779.3076,11,1509993.34,True
100219,2023-08-07,1001,Consumer,Electronics,Jeans,1570.46,3.0,0.04,South,Card,4522.92,2023,8,7,Monday,1507.64,188.45520000000002,5,592581.39,False
100220,2023-08-08,1129,Consumer,Furniture,Table,42022.84,8.0,0.01,South,UPI,332820.89,2023,8,8,Tuesday,41602.61125,3361.8271999999997,8,961395.91,True
100221,2023-08-09,1053,Home Office,Clothing,Chair,37638.25,6.0,0.27,South,Cash,164855.54,2023,8,9,Wednesday,27475.923333333336,60973.965000000004,9,1068759.23,True
100222,2023-08-10,1086,Corporate,Electronics,Mobile,11588.98,1.0,0.02,South,UPI,11357.2,2023,8,10,Thursday,11357.2,231.7796,1,11357.2,False
100223,2023-08-11,1128,Consumer,Clothing,Mobile,47824.74,5.0,0.3,South,UPI,167386.59,2023,8,11,Friday,33477.318,71737.10999999999,8,1062963.57,True
100224,2023-08-12,1146,Home Office,Electronics,Jeans,26609.405,8.0,0.29,South,Cash,43050.2,2023,8,12,Saturday,5381.275,61733.819599999995,10,580023.13,False
100225,2023-08-13,1125,Corporate,Furniture,Chair,34041.59,3.0,0.04,South,Card,98039.78,2023,8,13,Sunday,32679.926666666666,4084.9907999999996,6,309746.18,True
100226,2023-08-14,1129,Consumer,Electronics,T-Shirt,11399.53,6.0,0.16,East,UPI,57453.63,2023,8,14,Monday,9575.605,10943.548800000002,8,961395.91,False
100227,2023-08-15,1052,Corporate,Electronics,T-Shirt,21682.76,5.0,0.06,South,Cash,101908.97,2023,8,15,Tuesday,20381.794,6504.827999999999,8,1074313.8599999999,True
100228,2023-08-16,1171,Home Office,Clothing,Table,36014.16,6.0,0.13,West,UPI,187993.92,2023,8,16,Wednesday,31332.320000000003,28091.044800000003,5,481421.57,True
100229,2023-08-17,1159,Consumer,Clothing,Laptop,28253.57,1.0,0.02,South,UPI,27688.5,2023,8,17,Thursday,27688.5,565.0714,9,621892.4,False
100230,2023-08-18,1197,Corporate,Furniture,T-Shirt,21489.59,7.0,0.07,North,UPI,139897.23,2023,8,18,Friday,19985.318571428572,10529.8991,3,373431.39,True
100231,2023-08-19,1159,Consumer,Electronics,Laptop,16451.65,9.0,0.11,West,UPI,131777.72,2023,8,19,Saturday,14641.968888888889,16287.1335,9,621892.4,True
100232,2023-08-20,1067,Corporate,Electronics,Mobile,42015.05,5.0,0.13,East,UPI,73106.19,2023,8,20,Sunday,14621.238000000001,27309.7825,3,300601.25,False
100233,2023-08-21,1182,Home Office,Electronics,Laptop,7361.95,5.0,0.29,West,Card,26134.92,2023,8,21,Monday,5226.9839999999995,10674.8275,4,234497.57,False
100234,2023-08-22,1183,Home Office,Furniture,Mobile,21619.12,4.0,0.24,West,Card,65722.12,2023,8,22,Tuesday,16430.53,20754.355199999998,4,190411.99,False
100235,2023-08-23,1122,Consumer,Furniture,Chair,45207.13,6.0,0.22,West,Cash,211569.37,2023,8,23,Wednesday,35261.56166666667,59673.41159999999,4,817443.52,True
100236,2023-08-24,1144,Corporate,Furniture,Chair,42323.31,6.0,0.16,North,Card,213309.48,2023,8,24,Thursday,35551.58,40630.3776,10,845496.14,True
100237,2023-08-25,1037,Consumer,Furniture,Jeans,20166.9,2.0,0.25,North,Card,30250.35,2023,8,25,Friday,15125.175,10083.45,5,362951.96,False
100238,2023-08-26,1023,Consumer,Furniture,Jeans,38202.8,2.0,0.1,North,Card,68765.04,2023,8,26,Saturday,34382.52,7640.560000000001,5,571190.0700000001,False
100239,2023-08-27,1068,Corporate,Clothing,Table,41193.41,4.0,0.21,East,UPI,130171.18,2023,8,27,Sunday,32542.795,34602.464400000004,7,1013250.75,True
100240,2023-08-28,1115,Corporate,Electronics,T-Shirt,44466.59,1.0,0.3,North,UPI,31126.61,2023,8,28,Monday,31126.61,13339.976999999999,5,308568.05,False
100241,2023-08-29,1097,Corporate,Electronics,Table,26609.405,9.0,0.09,North,Cash,223721.23,2023,8,29,Tuesday,24857.914444444446,21553.618049999997,4,792534.5900000001,True
100242,2023-08-30,1197,Home Office,Electronics,Mobile,10382.15,7.0,0.2,West,Cash,58140.04,2023,8,30,Wednesday,8305.72,14535.010000000002,3,373431.39,False
100243,2023-08-31,1138,Consumer,Electronics,Table,12914.39,7.0,0.25,North,Cash,67800.55,2023,8,31,Thursday,9685.792857142858,22600.1825,2,87898.08,False
100244,2023-09-01,1143,Consumer,Electronics,Laptop,14925.59,3.0,0.27,South,UPI,32687.04,2023,9,1,Friday,10895.68,12089.727900000002,10,1185944.02,False
100245,2023-09-02,1096,Home Office,Electronics,Mobile,29771.36,3.0,0.22,North,Card,69664.98,2023,9,2,Saturday,23221.66,19649.0976,2,289406.48,False
100246,2023-09-03,1123,Corporate,Electronics,Jeans,1833.92,1.0,0.09,East,Card,1668.87,2023,9,3,Sunday,1668.87,165.0528,6,281091.56,False
100247,2023-09-04,1186,Home Office,Electronics,Chair,31874.91,5.0,0.1,East,UPI,86062.26,2023,9,4,Monday,17212.451999999997,15937.455,7,813394.59,False
100248,2023-09-05,1069,Home Office,Clothing,Jeans,18344.84,3.0,0.01,South,Cash,54484.17,2023,9,5,Tuesday,18161.39,550.3452000000001,4,249025.16,False
100249,2023-09-06,1092,Home Office,Electronics,T-Shirt,14903.04,4.0,0.23,East,Cash,45901.36,2023,9,6,Wednesday,11475.34,13710.796800000002,7,845917.4500000001,False
100250,2023-09-07,1002,Consumer,Clothing,Mobile,43998.93,4.0,0.01,East,Cash,174235.76,2023,9,7,Thursday,43558.94,1759.9572,6,941399.18,True
100251,2023-09-08,1147,Home Office,Furniture,Mobile,23108.12,3.0,0.26,West,UPI,51300.03,2023,9,8,Friday,17100.01,18024.3336,5,605009.5,False
100252,2023-09-09,1186,Consumer,Electronics,Laptop,4933.64,8.0,0.04,South,Cash,37890.36,2023,9,9,Saturday,4736.295,1578.7648000000002,7,813394.59,False
100253,2023-09-10,1163,Consumer,Furniture,T-Shirt,41371.99,8.0,0.05,West,Cash,314427.12,2023,9,10,Sunday,39303.39,16548.796,7,813354.9099999999,True
100254,2023-09-11,1146,Consumer,Furniture,Chair,2572.53,1.0,0.14,West,UPI,2212.38,2023,9,11,Monday,2212.38,360.15420000000006,10,580023.13,False
100255,2023-09-12,1089,Corporate,Furniture,Mobile,36392.11,7.0,0.22,North,Card,198700.92,2023,9,12,Tuesday,28385.845714285715,56043.84940000001,10,1251200.77,True
100256,2023-09-13,1194,Consumer,Clothing,Mobile,38740.53,2.0,0.04,South,UPI,74381.82,2023,9,13,Wednesday,37190.91,3099.2424,6,937837.39,False
100257,2023-09-14,1146,Consumer,Furniture,Laptop,17759.61,1.0,0.13,North,UPI,15450.86,2023,9,14,Thursday,15450.86,2308.7493,10,580023.13,False
100258,2023-09-15,1147,Corporate,Furniture,Table,41274.44,3.0,0.14,North,UPI,106488.06,2023,9,15,Friday,35496.02,17335.2648,5,605009.5,True
100259,2023-09-16,1095,Consumer,Furniture,Chair,25879.84,4.0,0.06,South,UPI,97308.2,2023,9,16,Saturday,24327.05,6211.161599999999,8,865925.8,True
100260,2023-09-17,1198,Home Office,Electronics,Jeans,23272.02,6.0,0.03,East,Card,135443.16,2023,9,17,Sunday,22573.86,4188.9636,3,398882.08,True
100261,2023-09-18,1051,Home Office,Electronics,T-Shirt,2461.08,5.0,0.25,South,Cash,9229.05,2023,9,18,Monday,1845.81,3076.35,6,394485.66000000003,False
100262,2023-09-19,1160,Consumer,Clothing,Mobile,14643.45,4.0,0.15,East,UPI,49787.73,2023,9,19,Tuesday,12446.9325,8786.07,11,1130685.52,False
100263,2023-09-20,1167,Corporate,Clothing,Mobile,26609.405,8.0,0.0,West,Card,372514.4,2023,9,20,Wednesday,46564.3,0.0,4,723789.94,True
100264,2023-09-21,1127,Home Office,Electronics,Jeans,26609.405,4.0,0.24,West,Cash,59927.0,2023,9,21,Thursday,14981.75,25545.028799999996,8,928755.05,False
100265,2023-09-22,1038,Corporate,Clothing,Chair,26609.405,2.0,0.29,West,Cash,38944.48,2023,9,22,Friday,19472.24,15433.454899999999,8,1093163.24,False
100266,2023-09-23,1081,Corporate,Electronics,Table,26694.68,3.0,0.18,West,Cash,65668.91,2023,9,23,Saturday,21889.63666666667,14415.1272,5,493569.28,False
100267,2023-09-24,1103,Home Office,Furniture,Mobile,29603.47,6.0,0.15,West,UPI,150977.7,2023,9,24,Sunday,25162.95,26643.123,8,776938.84,True
100268,2023-09-25,1128,Corporate,Furniture,Chair,3254.28,8.0,0.26,West,UPI,19265.34,2023,9,25,Monday,2408.1675,6768.902400000001,8,1062963.57,False
100269,2023-09-26,1010,Home Office,Clothing,Jeans,18236.38,8.0,0.29,East,Cash,103582.64,2023,9,26,Tuesday,12947.83,42308.4016,2,203386.6,True
100270,2023-09-27,1184,Corporate,Electronics,Laptop,36211.79,9.0,0.23,North,Cash,250947.7,2023,9,27,Wednesday,27883.07777777778,74958.4053,6,1328104.09,True
100271,2023-09-28,1177,Home Office,Electronics,Table,10187.9,7.0,0.13,East,Cash,62044.31,2023,9,28,Thursday,8863.472857142857,9270.989000000001,5,424122.0,False
100272,2023-09-29,1150,Consumer,Clothing,T-Shirt,10338.2,2.0,0.18,South,Cash,16954.65,2023,9,29,Friday,8477.325,3721.752,9,963604.62,False
100273,2023-09-30,1158,Home Office,Electronics,Mobile,702.51,8.0,0.21,East,Cash,4439.86,2023,9,30,Saturday,554.9825,1180.2168,3,536005.0900000001,False
100274,2023-10-01,1041,Home Office,Furniture,Chair,21986.6,7.0,0.06,West,Cash,144671.83,2023,10,1,Sunday,20667.404285714285,9234.372,3,180713.37,True
100275,2023-10-02,1098,Home Office,Clothing,Laptop,44160.17,8.0,0.13,East,Card,307354.78,2023,10,2,Monday,38419.3475,45926.5768,13,2193932.5,True
100276,2023-10-03,1006,Home Office,Clothing,T-Shirt,2784.67,3.0,0.25,North,Cash,6265.51,2023,10,3,Tuesday,2088.5033333333336,2088.5025,3,306134.08999999997,False
100277,2023-10-04,1143,Corporate,Electronics,Chair,9717.71,7.0,0.2,South,UPI,54419.18,2023,10,4,Wednesday,7774.168571428571,13604.794000000002,10,1185944.02,False
100278,2023-10-05,1089,Consumer,Clothing,Chair,15642.21,9.0,0.12,East,UPI,123886.3,2023,10,5,Thursday,13765.144444444444,16893.586799999997,10,1251200.77,True
100279,2023-10-06,1111,Home Office,Electronics,T-Shirt,36639.89,3.0,0.2,North,UPI,87935.74,2023,10,6,Friday,29311.913333333334,21983.934,4,335709.85,False
100280,2023-10-07,1059,Corporate,Electronics,Laptop,32103.65,6.0,0.04,East,Cash,184917.02,2023,10,7,Saturday,30819.50333333333,7704.876000000001,5,652111.9199999999,True
100281,2023-10-08,1112,Consumer,Electronics,Jeans,20914.01,2.0,0.12,South,UPI,36808.66,2023,10,8,Sunday,18404.33,5019.362399999999,11,1509993.34,False
100282,2023-10-09,1001,Consumer,Electronics,Laptop,38001.63,2.0,0.24,East,Card,57762.48,2023,10,9,Monday,28881.24,18240.782399999996,5,592581.39,False
100283,2023-10-10,1128,Consumer,Electronics,Table,30559.62,5.0,0.07,West,Cash,142102.23,2023,10,10,Tuesday,28420.446000000004,10695.867000000002,8,1062963.57,True
100284,2023-10-11,1047,Consumer,Clothing,Mobile,44822.83,5.0,0.06,East,UPI,210667.3,2023,10,11,Wednesday,42133.46,13446.849,8,874951.82,True
100285,2023-10-12,1139,Home Office,Furniture,T-Shirt,40937.73,7.0,0.29,North,Card,203460.52,2023,10,12,Thursday,29065.78857142857,83103.59190000001,5,634915.56,True
100286,2023-10-13,1196,Home Office,Furniture,Jeans,12790.12,2.0,0.06,East,Card,24045.43,2023,10,13,Friday,12022.715,1534.8144,5,452569.55,False
100287,2023-10-14,1036,Corporate,Clothing,T-Shirt,13717.64,7.0,0.08,North,UPI,88341.6,2023,10,14,Saturday,12620.228571428572,7681.8784,4,691604.77,False
100288,2023-10-15,1159,Corporate,Clothing,T-Shirt,6442.75,5.0,0.29,South,Card,22871.76,2023,10,15,Sunday,4574.352,9341.9875,9,621892.4,False
100289,2023-10-16,1008,Corporate,Furniture,Laptop,16980.84,6.0,0.22,East,UPI,79470.33,2023,10,16,Monday,13245.055,22414.7088,5,876721.73,False
100290,2023-10-17,1098,Consumer,Furniture,Mobile,49977.29,8.0,0.21,South,Card,315856.47,2023,10,17,Tuesday,39482.05875,83961.8472,13,2193932.5,True
100291,2023-10-18,1146,Consumer,Furniture,Table,20406.41,4.0,0.26,South,Cash,60402.97,2023,10,18,Wednesday,15100.7425,21222.666400000002,10,580023.13,False
100292,2023-10-19,1047,Home Office,Furniture,Chair,11180.32,7.0,0.03,East,Cash,75914.37,2023,10,19,Thursday,10844.91,2347.8671999999997,8,874951.82,False
100293,2023-10-20,1130,Consumer,Furniture,Chair,38171.65,6.0,0.21,North,Cash,180933.62,2023,10,20,Friday,30155.603333333333,48096.279,6,876903.39,True
100294,2023-10-21,1147,Consumer,Electronics,T-Shirt,27215.06,5.0,0.15,South,Cash,46265.6,2023,10,21,Saturday,9253.119999999999,20411.295000000002,5,605009.5,False
100295,2023-10-22,1151,Consumer,Clothing,Mobile,7650.15,8.0,0.25,South,Cash,45900.9,2023,10,22,Sunday,5737.6125,15300.3,9,901739.0800000001,False
100296,2023-10-23,1053,Corporate,Electronics,Jeans,19158.35,9.0,0.15,East,UPI,146561.38,2023,10,23,Monday,16284.597777777779,25863.7725,9,1068759.23,True
100297,2023-10-24,1119,Corporate,Furniture,Laptop,20840.59,5.0,0.19,East,Cash,84404.39,2023,10,24,Tuesday,16880.878,19798.5605,3,365756.54,False
100298,2023-10-25,1160,Home Office,Furniture,Mobile,37740.72,4.0,0.14,East,Cash,129828.08,2023,10,25,Wednesday,32457.02,21134.803200000002,11,1130685.52,True
100299,2023-10-26,1151,Consumer,Furniture,Mobile,1229.43,6.0,0.14,East,Cash,6343.86,2023,10,26,Thursday,1057.31,1032.7212000000002,9,901739.0800000001,False
100300,2023-10-27,1115,Consumer,Electronics,Laptop,13597.18,8.0,0.23,East,Cash,83758.63,2023,10,27,Friday,10469.82875,25018.8112,5,308568.05,False
100301,2023-10-28,1074,Home Office,Electronics,T-Shirt,25976.3,3.0,0.19,West,Card,63122.41,2023,10,28,Saturday,21040.803333333333,14806.490999999998,6,910041.25,False
100302,2023-10-29,1112,Consumer,Furniture,Mobile,13588.57,1.0,0.19,East,Cash,11006.74,2023,10,29,Sunday,11006.74,2581.8283,11,1509993.34,False
100303,2023-10-30,1199,Consumer,Electronics,Chair,31496.02,4.0,0.14,North,Cash,108346.31,2023,10,30,Monday,27086.5775,17637.771200000003,5,446393.79,True
100304,2023-10-31,1163,Corporate,Electronics,Laptop,24197.0,4.0,0.16,South,UPI,81301.92,2023,10,31,Tuesday,20325.48,15486.08,7,813354.9099999999,False
100305,2023-11-01,1165,Home Office,Furniture,Jeans,26609.405,1.0,0.22,North,Card,14206.27,2023,11,1,Wednesday,14206.27,5854.0691,5,602736.08,False
100306,2023-11-02,1103,Home Office,Electronics,Table,47470.59,9.0,0.25,North,UPI,320426.48,2023,11,2,Thursday,35602.94222222222,106808.82749999998,8,776938.84,True
100307,2023-11-03,1083,Home Office,Clothing,T-Shirt,31681.54,3.0,0.21,West,Cash,75085.25,2023,11,3,Friday,25028.416666666668,19959.370199999998,6,627672.76,False
100308,2023-11-04,1111,Home Office,Clothing,Laptop,6671.08,5.0,0.28,East,UPI,24015.89,2023,11,4,Saturday,4803.178,9339.512,4,335709.85,False
100309,2023-11-05,1098,Corporate,Clothing,Table,28092.57,6.0,0.25,South,UPI,126416.56,2023,11,5,Sunday,21069.426666666666,42138.854999999996,13,2193932.5,True
100310,2023-11-06,1152,Corporate,Clothing,Table,39080.45,8.0,0.17,North,Cash,259494.19,2023,11,6,Monday,32436.77375,53149.412,5,764406.0599999999,True
100311,2023-11-07,1092,Consumer,Furniture,Jeans,35482.79,6.0,0.2,East,Card,170317.39,2023,11,7,Tuesday,28386.23166666667,42579.348,7,845917.4500000001,True
100312,2023-11-08,1145,Consumer,Furniture,Mobile,8770.04,3.0,0.28,South,Card,18943.29,2023,11,8,Wednesday,6314.43,7366.833600000002,6,543347.16,False
100313,2023-11-09,1127,Consumer,Furniture,Jeans,48626.52,6.0,0.19,West,UPI,236324.89,2023,11,9,Thursday,39387.48166666667,55434.2328,8,928755.05,True
100314,2023-11-10,1109,Consumer,Clothing,Mobile,22550.92,1.0,0.25,West,Cash,16913.19,2023,11,10,Friday,16913.19,5637.73,2,214737.92,False
100315,2023-11-11,1081,Corporate,Clothing,Mobile,26609.405,4.0,0.21,West,UPI,25657.46,2023,11,11,Saturday,6414.365,22351.900199999996,5,493569.28,False
100316,2023-11-12,1193,Home Office,Electronics,Laptop,26609.405,6.0,0.17,South,UPI,45685.27,2023,11,12,Sunday,7614.211666666666,27141.593100000002,5,364741.1,False
100317,2023-11-13,1053,Corporate,Electronics,Laptop,5092.1,7.0,0.07,North,UPI,33149.57,2023,11,13,Monday,4735.652857142857,2495.1290000000004,9,1068759.23,False
100318,2023-11-14,1162,Consumer,Clothing,T-Shirt,40215.2,3.0,0.13,West,Cash,104961.67,2023,11,14,Tuesday,34987.223333333335,15683.928,5,467604.64,True
100319,2023-11-15,1188,Corporate,Clothing,Mobile,6277.12,9.0,0.29,West,Cash,40110.8,2023,11,15,Wednesday,4456.7555555555555,16383.2832,6,803633.4199999999,False
